,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
938,Red Velvet,i see ded people,Dedboii Kez,2023-02-06,181463,17,0.649,0.521,0.474,0.0,0.0956,-11.367,0.274,170.052,4
939,Pose,Queendom - The 6th Mini Album,Red Velvet,2021-08-16,200680,57,0.841,0.0617,0.831,0.0,0.101,-3.675,0.0526,124.965,4
940,Red Velvet,The Screen Maze,Winston Zanner,2021-09-02,124000,24,0.562,0.994,0.00566,0.857,0.0965,-28.717,0.087,62.378,4
941,Marionette,Bloom,Red Velvet,2022-04-06,228653,46,0.658,0.122,0.723,0.0,0.133,-4.372,0.0362,134.97,4
942,Red Velvet,Trap Art,Haiti Babii,2021-01-29,160026,14,0.764,0.0132,0.625,0.0,0.132,-6.487,0.264,90.002,4
943,Red Velvet - Original Mix,Red Velvet,3x3cute,2022-05-28,142080,48,0.827,0.7,0.734,0.93,0.119,-11.56,0.042,124.995,4
944,On A Ride,‘The ReVe Festival 2022 - Birthday’,Red Velvet,2022-11-28,199000,58,0.817,0.106,0.825,2.54e-05,0.114,-2.9,0.0384,104.984,4
945,Red Velvet,Affer,Affer,2014-09-24,282071,30,0.727,0.083,0.64,0.606,0.117,-7.758,0.0341,110.626,4
946,In & Out,‘The ReVe Festival’ Finale,Red Velvet,2019-12-23,192706,57,0.568,0.211,0.804,0.0,0.14,-2.995,0.136,159.68,4
947,Red Velvet,Red Velvet,Ter.n,2019-07-02,77160,24,0.804,0.869,0.162,0.912,0.111,-10.738,0.457,140.165,4
948,Butterflies,RBB - The 5th Mini Album,Red Velvet,2018-11-30,209201,50,0.696,0.147,0.776,8.73e-06,0.0839,-5.728,0.0395,120.008,4
949,Future,START-UP (Original Television Soundtrack) Pt. 1,Red Velvet,2020-10-17,215880,62,0.717,0.438,0.868,0.0,0.148,-3.073,0.04,100.005,4
950,Perfume,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,167626,80,0.718,0.173,0.735,0.0,0.142,-1.728,0.0377,105.977,4
951,Candy,Candy - Winter Special Mini Album,NCT DREAM,2022-12-16,217066,78,0.65,0.0538,0.964,0.0,0.245,-1.329,0.0348,120.008,4
952,Ay-Yo,Ay-Yo - The 4th Album Repackage,NCT 127,2023-01-30,221493,65,0.753,0.00629,0.845,0.0,0.317,-2.751,0.121,90.002,4
953,Kick It,NCT #127 Neo Zone - The 2nd Album,NCT 127,2020-03-06,233013,63,0.681,0.0306,0.847,0.0,0.0808,-2.462,0.0869,167.031,4
954,Kiss,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,180933,68,0.673,0.168,0.799,0.0,0.349,-2.662,0.128,92.0,4
955,2 Baddies,2 Baddies - The 4th Album,NCT 127,2022-09-16,230293,65,0.596,0.153,0.921,0.0,0.0922,-2.372,0.258,171.96,4
956,Baby Don’t Stop,NCT 2018 EMPATHY,NCT,2018-03-14,183019,65,0.827,0.0214,0.739,4.13e-06,0.043,-6.391,0.0744,95.999,4
957,Make A Wish (Birthday Song),NCT RESONANCE Pt. 1 - The 2nd Album,NCT,2020-10-12,229400,55,0.732,0.0632,0.795,0.0,0.0569,-2.263,0.1,100.954,4
958,BOSS,NCT 2018 EMPATHY,NCT,2018-03-14,210641,66,0.787,0.0233,0.543,0.0,0.0861,-6.7,0.037,99.026,4
959,Life Is Still Going On,Hello Future - The 1st Album Repackage,NCT DREAM,2021-06-28,218586,73,0.681,0.158,0.749,0.0,0.303,-3.436,0.0701,150.039,4
960,Never Goodbye,Glitch Mode - The 2nd Album,NCT DREAM,2022-03-28,212800,68,0.786,0.282,0.572,0.0,0.0808,-4.967,0.0399,91.977,4
961,Hot Sauce,Hot Sauce - The 1st Album,NCT DREAM,2021-05-10,195813,71,0.769,0.0127,0.926,0.0,0.285,-1.627,0.0788,100.034,4
962,Cherry Bomb,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,2017-06-14,236667,65,0.713,0.000759,0.603,5.51e-06,0.0453,-4.896,0.287,78.027,4
963,Favorite (Vampire),Favorite - The 3rd Album Repackage,NCT 127,2021-10-25,215586,63,0.561,0.000831,0.758,3.08e-06,0.15,-3.87,0.0478,149.944,4
964,Beautiful,Universe - The 3rd Album,NCT,2021-12-14,261186,44,0.652,0.429,0.916,0.0,0.124,-1.511,0.034,127.97,4
965,BOOM,We Boom - The 3rd Mini Album,NCT DREAM,2019-07-26,195080,69,0.914,0.131,0.516,0.0,0.0441,-4.178,0.0918,119.969,4
966,Beatbox,Beatbox - The 2nd Album Repackage,NCT DREAM,2022-05-30,205133,72,0.857,0.0411,0.7,0.0,0.0334,-4.189,0.074,93.997,4
967,We Go Up,We Go Up,NCT DREAM,2018-09-03,183293,64,0.893,0.0138,0.77,0.0,0.225,-4.692,0.107,122.067,4
968,90's Love,NCT RESONANCE Pt. 2 - The 2nd Album,NCT,2020-11-23,213666,54,0.743,0.0688,0.924,0.0,0.112,-1.501,0.0642,107.995,4
969,Regular - English Version,NCT #127 Regular-Irregular - The 1st Album,NCT 127,2018-10-12,219106,62,0.741,0.263,0.747,5.15e-06,0.266,-5.459,0.0956,134.039,4
970,Can We Go Back,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,203426,65,0.751,0.417,0.689,0.0,0.128,-4.148,0.0476,114.988,4
971,Lemonade,Sticker - The 3rd Album,NCT 127,2021-09-17,190066,58,0.812,0.0145,0.876,0.000522,0.119,-1.456,0.0716,89.992,4
972,Hello Future,Hello Future - The 1st Album Repackage,NCT DREAM,2021-06-28,220920,71,0.545,0.0261,0.803,0.0,0.114,-2.283,0.0526,170.006,4
973,Strawberry Sunday,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,178773,64,0.686,0.0256,0.689,0.0,0.114,-3.758,0.094,104.016,4
974,Sunny Road,Sunny Road,NCT 127,2023-04-24,201306,57,0.666,0.105,0.751,0.0,0.0967,-4.589,0.107,165.99,4
975,The 7th Sense,NCT 2018 EMPATHY,NCT,2018-03-14,214035,60,0.682,0.0124,0.502,8.45e-06,0.107,-9.507,0.0713,108.08,4
976,Dive,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,236893,63,0.549,0.0727,0.706,0.0,0.113,-5.421,0.239,81.209,4
977,Sticker,Sticker - The 3rd Album,NCT 127,2021-09-17,227773,60,0.527,0.311,0.769,0.0,0.742,-0.419,0.28,156.032,4
978,Glitch Mode,Glitch Mode - The 2nd Album,NCT DREAM,2022-03-28,207053,67,0.634,0.0164,0.78,0.0,0.141,-2.323,0.0963,166.923,4
979,Whiplash,NCT #127 CHERRY BOMB– The 3rd Mini Album,NCT 127,2017-06-14,201658,58,0.815,0.0318,0.767,0.0,0.19,-6.119,0.182,99.984,4
980,Love On The Floor,Favorite - The 3rd Album Repackage,NCT 127,2021-10-25,218280,58,0.889,0.0799,0.679,1.37e-05,0.031,-4.106,0.11,116.998,4
981,Ridin',Reload,NCT DREAM,2020-04-29,201773,63,0.549,0.178,0.903,0.0,0.0682,-1.483,0.045,150.009,4
982,Better Than Gold,Glitch Mode - The 2nd Album,NCT DREAM,2022-03-28,200746,66,0.713,0.0526,0.842,0.0,0.0834,-3.225,0.0402,110.039,4
983,Not Allowed,Who Really Cares,TV Girl,2016-02-25,167864,84,0.67,0.669,0.905,0.000227,0.349,-6.855,0.129,104.965,4
984,Low Low,Low Low,WayV-TEN&YANGYANG,2021-08-17,177026,57,0.824,0.229,0.786,0.0,0.157,-3.074,0.0487,91.051,4
985,OK!,Universe - The 3rd Album,NCT,2021-12-14,229000,52,0.757,0.0305,0.775,0.0,0.0999,-3.442,0.121,140.97,4
986,Ordinary,Perfume - The 1st Mini Album,NCT DOJAEJUNG,2023-04-17,198120,60,0.515,0.723,0.272,0.0,0.105,-6.206,0.0374,139.732,4
987,Back 2 U (AM 01:27),NCT#127 LIMITLESS - The 2nd Mini Album,NCT 127,2017-01-06,235192,62,0.648,0.548,0.754,0.0,0.145,-6.266,0.0658,105.034,4
988,NCT,Subwoofer Records Presents Summer Techno 2017,Ricky Busta Bday,2017-07-24,478197,0,0.775,0.00185,0.847,0.861,0.0858,-10.715,0.0511,129.005,4
989,nuts,LIVE FOREVER,Lil Peep,2022-12-02,85360,83,0.51,0.00872,0.739,0.0,0.111,-7.41,0.0415,62.007,4
990,NCT,NCT,MKVL,2022-02-16,136741,0,0.806,0.671,0.783,0.0,0.159,-6.271,0.339,86.0,4
991,Golden Hour,Golden Hour - SM STATION : NCT LAB,MARK,2023-04-07,199621,70,0.776,0.0892,0.807,0.000281,0.361,-4.039,0.128,129.015,4
992,NCT,G'd Up & Pimpish,Lp Lavish,2022-06-04,158268,0,0.777,0.37,0.879,0.0,0.313,-4.901,0.417,142.87,4
993,Birthday,Birthday - SM STATION : NCT LAB,TEN,2022-10-26,221693,71,0.535,0.268,0.528,0.0,0.121,-5.963,0.202,191.769,3
994,NCT,Homecoming VA 2022,Various Artists,2022-11-07,398100,0,0.811,0.000705,0.875,0.907,0.0799,-11.45,0.0507,125.989,4
995,Up to You (feat. NCT DREAM),Up to You (feat. NCT DREAM),PRETTYMUCH,2019-11-21,160578,58,0.719,0.0364,0.803,0.0,0.147,-4.714,0.135,115.925,4
996,NCT,Something,SCHADED,2021-10-20,197600,0,0.618,0.977,0.424,0.894,0.109,-16.819,0.0529,99.963,4
997,Forever Only,Forever Only - SM STATION : NCT LAB,JAEHYUN,2022-08-18,196120,64,0.599,0.0776,0.757,1.59e-06,0.469,-2.728,0.126,180.017,4
998,NCT,Subwoofer Records the Best of 2017,Various Artists,2018-01-03,478197,0,0.775,0.00185,0.847,0.861,0.0858,-10.715,0.0511,129.005,4
999,So Am I (feat. NCT 127),So Am I (feat. NCT 127),Ava Max,2019-07-03,185034,62,0.678,0.0461,0.678,0.0,0.0751,-4.724,0.0438,130.05,4
1000,CASE 143,MAXIDENT,Stray Kids,2022-10-07,191964,79,0.812,0.0961,0.89,0.0,0.0222,-2.661,0.209,100.006,4
1001,MANIAC,ODDINARY,Stray Kids,2022-03-18,182757,79,0.581,0.154,0.8,0.0,0.0697,-2.613,0.411,119.872,5
1002,Back Door,IN LIFE,Stray Kids,2020-09-14,189286,76,0.82,0.157,0.842,0.0,0.112,-3.853,0.272,107.952,4
1003,Charmer,ODDINARY,Stray Kids,2022-03-18,188573,74,0.786,0.0524,0.762,1.04e-05,0.0971,-2.508,0.0519,90.963,4
1004,God’s Menu,GO LIVE,Stray Kids,2020-06-17,167922,78,0.689,0.00776,0.771,0.0,0.521,-3.618,0.0548,157.052,4
1005,VENOM,ODDINARY,Stray Kids,2022-03-18,194840,71,0.812,0.11,0.807,0.0,0.211,-3.354,0.339,136.979,4
1006,Thunderous,NOEASY,Stray Kids,2021-08-23,183266,76,0.601,0.213,0.786,0.0,0.209,-3.706,0.234,172.156,4
1007,CIRCUS,CIRCUS,Stray Kids,2022-06-10,194440,70,0.767,0.0337,0.809,0.0,0.0353,-3.734,0.0958,97.958,4
1008,"Red Lights (Bang Chan, Hyunjin)",NOEASY,Stray Kids,2021-08-23,189906,74,0.707,0.179,0.74,0.0,0.612,-4.311,0.0509,127.974,4
1009,Christmas EveL,Christmas EveL,Stray Kids,2021-11-29,178529,67,0.878,0.0437,0.777,0.0,0.401,-3.702,0.163,139.989,4
1010,"3RACHA (Bang Chan, Changbin, HAN)",MAXIDENT,Stray Kids,2022-10-07,208573,68,0.721,0.229,0.856,0.0,0.0853,-3.117,0.301,142.068,4
1011,"TASTE (Lee Know, Hyunjin, Felix)",MAXIDENT,Stray Kids,2022-10-07,216120,73,0.626,0.0559,0.623,0.0,0.199,-5.718,0.0653,140.209,4
1012,DOMINO,NOEASY,Stray Kids,2021-08-23,198720,71,0.687,0.0301,0.866,0.0,0.0755,-2.01,0.0466,160.066,4
1013,MIROH,Clé 1 : MIROH,Stray Kids,2019-03-25,207617,68,0.564,0.0091,0.979,0.0,0.249,-3.102,0.104,126.059,4
1014,Maknae On Top (I.N),SKZ-REPLAY,Stray Kids,2022-12-21,153453,68,0.834,0.28,0.619,1.97e-05,0.0374,-2.846,0.0465,129.986,4
1015,FREEZE,ODDINARY,Stray Kids,2022-03-18,178386,66,0.643,0.00674,0.868,0.0,0.0691,-2.715,0.146,159.874,4
1016,Easy,GO LIVE,Stray Kids,2020-06-17,183134,66,0.701,0.000219,0.812,1.03e-05,0.471,-5.175,0.0602,144.1,4
1017,CHEESE,NOEASY,Stray Kids,2021-08-23,182080,68,0.376,0.0302,0.946,0.0,0.147,-2.388,0.268,89.657,3
1018,SUPER BOARD,MAXIDENT,Stray Kids,2022-10-07,185960,67,0.751,0.00653,0.87,0.0,0.077,-2.551,0.0713,103.019,4
1019,Give Me Your TMI,MAXIDENT,Stray Kids,2022-10-07,198173,64,0.749,0.0513,0.862,0.0,0.0944,-3.494,0.136,97.982,4
1020,"Waiting For Us (Bang Chan, Lee Know, Seungmin, I.N)",ODDINARY,Stray Kids,2022-03-18,219506,63,0.419,0.102,0.595,0.0,0.0895,-3.925,0.0278,87.822,4
1021,Deep end (Felix),SKZ-REPLAY,Stray Kids,2022-12-21,208373,67,0.485,0.879,0.223,0.0,0.15,-10.585,0.06,113.541,4
1022,CHILL,MAXIDENT,Stray Kids,2022-10-07,195146,65,0.744,0.115,0.923,0.0,0.065,-2.797,0.0507,96.005,4
1023,"Drive (Bang Chan, Lee Know)",SKZ-REPLAY,Stray Kids,2022-12-21,164106,66,0.622,0.311,0.703,0.0,0.263,-3.943,0.0314,89.998,4
1024,"Up All Night (Bang Chan, Changbin, Felix, Seungmin)",SKZ-REPLAY,Stray Kids,2022-12-21,201720,63,0.79,0.134,0.856,0.0,0.0536,-3.4,0.0386,144.011,4
1025,Streetlight (Changbin),SKZ-REPLAY,Stray Kids,2022-12-21,189920,60,0.778,0.408,0.813,0.0,0.201,-3.824,0.129,99.994,4
1026,"Wow (Lee Know, Hyunjin, Felix)",IN LIFE,Stray Kids,2020-09-14,193811,64,0.731,0.0037,0.723,0.0,0.068,-5.955,0.0678,127.921,4
1027,Connected (Bang Chan),SKZ-REPLAY,Stray Kids,2022-12-21,171973,66,0.749,0.143,0.785,4.62e-06,0.229,-5.336,0.102,102.01,4
1028,WOLFGANG,NOEASY,Stray Kids,2021-08-23,190865,63,0.524,0.0535,0.848,0.0,0.0786,-3.48,0.122,161.672,4
1029,Silent Cry,NOEASY,Stray Kids,2021-08-23,209506,68,0.69,0.139,0.876,0.0,0.281,-2.503,0.091,104.0,4
1030,DOODLE (Changbin),SKZ-REPLAY,Stray Kids,2022-12-21,184813,64,0.77,0.0804,0.742,0.0,0.0955,-3.749,0.336,139.88,4
1031,HEYDAY (Prod. Czaer),Street Man Fighter Original Vol.4 (Crew Songs),Various Artists,2022-09-20,144773,67,0.892,0.0335,0.808,0.0,0.0363,-3.343,0.156,137.97,4
1032,CIRCUS,CIRCUS,Stray Kids,2022-06-22,194440,51,0.767,0.0337,0.809,0.0,0.0353,-3.734,0.0958,97.958,4
1033,Mixtape : Time Out,Mixtape : Time Out,Stray Kids,2022-08-01,175293,66,0.555,0.0453,0.945,0.0,0.244,-1.934,0.127,160.006,4
1034,THE SOUND,THE SOUND,Stray Kids,2023-01-28,180733,67,0.569,0.015,0.846,0.0,0.105,-3.185,0.336,188.051,4
1035,"Can't Stop (Seungmin, I.N)",MAXIDENT,Stray Kids,2022-10-07,209666,62,0.645,0.00522,0.87,1.12e-06,0.101,-3.087,0.0465,119.973,4
1036,"ZONE (Bang Chan, Changbin, HAN)",SKZ-REPLAY,Stray Kids,2022-12-21,212680,61,0.678,0.00719,0.847,0.0,0.0881,-3.936,0.0468,129.914,4
1037,Hellevator,Mixtape,Stray Kids,2018-01-08,240000,58,0.515,0.00816,0.816,0.0,0.35,-2.33,0.165,78.17,4
1038,DLMLU,THE SOUND,Stray Kids,2023-02-22,194760,66,0.547,0.00685,0.755,0.0,0.345,-3.279,0.0403,139.918,4
1039,Haven,GO LIVE,Stray Kids,2020-06-17,199671,58,0.677,0.0529,0.95,0.0,0.102,-3.535,0.0708,129.973,4
1040,MIROH,SKZ2020,Stray Kids,2020-03-18,208666,64,0.564,0.00946,0.976,0.0,0.337,-3.198,0.132,126.077,4
1041,THE SOUND,THE SOUND,Stray Kids,2023-02-22,180733,67,0.569,0.015,0.846,0.0,0.105,-3.185,0.336,188.051,4
1042,ice.cream (Hyunjin),SKZ-REPLAY,Stray Kids,2022-12-21,170733,62,0.715,0.442,0.513,0.0,0.165,-5.725,0.104,80.137,4
1043,i hate to admit (Bang Chan),SKZ-REPLAY,Stray Kids,2022-12-21,170080,63,0.523,0.794,0.217,0.0,0.0848,-7.91,0.0711,90.013,4
1044,Limbo (Lee Know),SKZ-REPLAY,Stray Kids,2022-12-21,197146,65,0.509,0.434,0.599,0.0,0.105,-5.416,0.065,161.838,4
1045,FAM (Korean Ver.),SKZ-REPLAY,Stray Kids,2022-12-21,213071,64,0.914,0.0894,0.805,2.57e-06,0.0668,-3.339,0.132,105.003,4
1046,"Surfin’ (Lee Know, Changbin, Felix)",NOEASY,Stray Kids,2021-08-23,191333,63,0.766,0.0531,0.758,0.0,0.253,-4.647,0.0717,104.96,4
1047,NO PROBLEM (Feat. Felix of Stray Kids),IM NAYEON,NAYEON,2022-06-24,196160,65,0.599,0.0503,0.752,0.0,0.149,-3.165,0.13,115.356,4
1048,Stray Kids,Siren,Cedar,2014-12-10,224440,10,0.492,0.000321,0.869,0.0263,0.0899,-5.775,0.029,144.017,4
1049,The Tortoise and the Hare,IN LIFE,Stray Kids,2020-09-14,224365,65,0.674,0.0603,0.854,0.16,0.268,-7.784,0.129,154.072,4
1050,HIP,reality in BLACK,MAMAMOO,2019-11-14,195306,72,0.782,0.0376,0.731,3.15e-05,0.0956,-4.581,0.143,138.032,4
1051,ILLELLA,MIC ON,MAMAMOO,2022-10-11,166053,68,0.523,0.00359,0.83,0.0,0.0806,-2.089,0.167,173.931,4
1052,Egotistic,RED MOON,MAMAMOO,2018-07-16,196018,65,0.617,0.318,0.83,0.0,0.176,-3.312,0.0689,97.912,4
1053,Wind flower,BLUE;S,MAMAMOO,2018-11-29,236816,57,0.735,0.656,0.795,0.0,0.0665,-2.918,0.0518,113.988,4
1054,gogobebe,White Wind,MAMAMOO,2019-03-14,195855,64,0.704,0.114,0.787,0.0,0.228,-3.114,0.082,96.929,4
1055,Décalcomanie,MEMORY,MAMAMOO,2016-11-07,215997,58,0.648,0.113,0.859,0.0,0.448,-2.384,0.0472,115.434,4
1056,AYA,TRAVEL,MAMAMOO,2020-11-03,211280,63,0.634,0.101,0.858,8.56e-06,0.258,-2.226,0.0809,91.688,4
1057,Starry Night,Yellow Flower,MAMAMOO,2018-03-07,211236,61,0.581,0.656,0.773,0.0,0.112,-3.302,0.0499,124.138,4
1058,Dingga,Dingga,MAMAMOO,2020-10-20,179080,62,0.772,0.0549,0.925,0.0,0.201,-2.788,0.108,119.963,4
1059,Diamond,TRAVEL,MAMAMOO,2020-11-03,160173,39,0.679,0.27,0.582,0.00795,0.104,-5.113,0.168,159.882,4
1060,mumumumuch,I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,209093,52,0.74,0.0756,0.828,0.0,0.14,-3.296,0.0787,120.072,4
1061,Piano Man,Piano Man,MAMAMOO,2014-11-21,195237,47,0.783,0.324,0.853,0.0,0.807,-2.737,0.0564,111.042,4
1062,Chico malo,Chico malo,MAMAMOO+,2023-03-21,159053,60,0.82,0.182,0.769,0.0,0.0398,-2.467,0.0629,121.988,4
1063,You’re the Best,Melting,MAMAMOO,2016-02-26,230914,49,0.683,0.0395,0.86,0.0,0.239,-3.243,0.0471,122.03,4
1064,GGBB,"ACT 1, SCENE 1",MAMAMOO+,2023-03-29,185786,60,0.77,0.0956,0.771,0.0,0.302,-2.849,0.117,137.893,4
1065,Travel,TRAVEL,MAMAMOO,2020-11-03,211533,46,0.711,0.368,0.897,0.0,0.354,-2.825,0.0598,124.97,4
1066,Mr-Ambiguous,Hello,MAMAMOO,2014-06-18,221488,50,0.752,0.415,0.852,0.0,0.233,-3.45,0.0806,124.942,4
1067,"1,2,3 Eoi!",MIC ON,MAMAMOO,2022-10-11,176093,51,0.862,0.0664,0.875,9.97e-06,0.0778,-2.476,0.149,120.084,4
1068,Where Are We Now,WAW,MAMAMOO,2021-06-02,223546,49,0.407,0.744,0.494,1.62e-05,0.157,-5.272,0.0343,117.55,4
1069,L.I.E.C,MIC ON,MAMAMOO,2022-10-11,178146,52,0.735,0.021,0.923,0.0,0.038,-2.119,0.0703,122.002,4
1070,WANNA BE MYSELF,WANNA BE MYSELF,MAMAMOO,2020-09-10,206240,49,0.713,0.0747,0.867,8.25e-06,0.127,-3.523,0.079,124.058,4
1071,Mamamoo,Alienware,Closed for Repairs,2019-12-04,98048,0,0.676,0.891,0.26,0.886,0.106,-13.37,0.0727,95.003,4
1072,Mr. Ambiguous 2021,I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,228186,41,0.668,0.381,0.918,0.0,0.116,-2.259,0.111,124.97,4
1073,Better (Feat. BIG Naughty),Better,MAMAMOO+,2022-08-30,186880,51,0.834,0.288,0.64,0.0,0.151,-3.576,0.0525,115.014,4
1074,Um Oh Ah Yeh,Pink Funky,MAMAMOO,2015-06-19,214087,49,0.729,0.128,0.893,0.0,0.167,-1.896,0.0476,104.977,4
1075,ZzZz,reality in BLACK,MAMAMOO,2019-11-14,205346,39,0.688,0.28,0.638,0.0,0.0602,-4.188,0.177,163.865,4
1076,Egotistic (Blistering sun ver.),I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,211226,45,0.64,0.148,0.892,0.0,0.116,-2.845,0.0412,97.975,4
1077,Emotion,Melting,MAMAMOO,2016-02-26,207832,39,0.662,0.0885,0.882,0.0,0.303,-4.825,0.123,100.045,4
1078,Yes I Am,Purple,MAMAMOO,2017-06-22,211660,50,0.737,0.14,0.894,0.0,0.0523,-2.779,0.254,120.115,4
1079,LLL,"ACT 1, SCENE 1",MAMAMOO+,2023-03-29,207306,50,0.809,0.413,0.761,0.0,0.266,-4.257,0.0818,95.08,4
1080,BBoom BBoom,GREAT!,MOMOLAND,2018-01-03,208863,67,0.785,0.0149,0.744,0.00666,0.0661,-4.249,0.0369,126.018,4
1081,Chico malo,"ACT 1, SCENE 1",MAMAMOO+,2023-03-29,159053,49,0.814,0.189,0.754,0.0,0.0394,-2.499,0.0599,121.968,4
1082,HIP (Remix ver.),I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,269813,47,0.726,0.0803,0.837,9.11e-05,0.148,-4.227,0.19,137.99,4
1083,Gleam,Gleam,MAMAMOO,2019-07-24,184360,48,0.77,0.106,0.784,0.0,0.0769,-3.839,0.147,117.961,4
1084,gogobebe (Rock ver.),I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,220333,47,0.615,0.00957,0.764,0.0,0.15,-3.158,0.0357,96.998,4
1085,Taller than You,Melting,MAMAMOO,2016-02-26,184362,47,0.732,0.0944,0.684,0.0,0.143,-3.99,0.416,200.316,4
1086,Destiny,reality in BLACK,MAMAMOO,2019-11-14,247600,49,0.562,0.473,0.793,0.0,0.239,-4.647,0.133,131.917,4
1087,Starry Night (Orchestra ver.),I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,214440,44,0.566,0.416,0.727,0.0,0.117,-2.707,0.0381,123.888,4
1088,I Miss You,Melting,MAMAMOO,2016-02-26,256245,48,0.597,0.544,0.703,0.0,0.0906,-2.943,0.0551,116.177,4
1089,Maria,María,Hwa Sa,2020-06-29,199026,73,0.658,0.238,0.749,2.03e-06,0.272,-2.967,0.0634,128.909,4
1090,Better,reality in BLACK,MAMAMOO,2019-11-14,196706,43,0.668,0.312,0.731,0.0,0.145,-3.581,0.0434,101.008,4
1091,HONEY,容 : FACE,Solar,2022-03-16,167626,62,0.821,0.138,0.786,3.55e-06,0.0736,-1.839,0.0578,115.003,4
1092,Decalcomanie 2021,I SAY MAMAMOO : THE BEST,MAMAMOO,2021-09-15,252693,44,0.67,0.0161,0.827,0.0,0.0918,-4.68,0.045,115.41,4
1093,I`m a B,Guilty Pleasure,Hwa Sa,2021-11-24,167333,63,0.711,0.135,0.77,8.9e-06,0.18,-4.724,0.0826,139.968,4
1094,Universe,reality in BLACK,MAMAMOO,2019-11-14,215586,42,0.731,0.355,0.716,0.0,0.145,-5.534,0.065,131.988,4
1095,TWIT,TWIT,Hwa Sa,2019-02-13,190785,63,0.679,0.122,0.813,2.83e-06,0.263,-3.367,0.199,136.067,4
1096,Chuck,TRAVEL,MAMAMOO,2020-11-03,196533,42,0.842,0.292,0.661,1.22e-06,0.125,-3.392,0.129,109.985,4
1097,Don’t,"The Hyena on the Keyboard, Pt. 4",Loco,2018-04-21,231654,62,0.849,0.538,0.486,0.0,0.127,-7.049,0.0669,92.022,4
1098,Freakin Shoes,Pink Funky,MAMAMOO,2015-06-19,179686,37,0.771,0.0142,0.71,0.0,0.284,-4.351,0.153,95.019,4
1099,Somebody!,Somebody,Loco,2022-07-25,177413,61,0.719,0.329,0.683,0.0,0.123,-6.081,0.0328,105.02,4
1100,CUFF IT,RENAISSANCE,Beyoncé,2022-07-29,225388,89,0.78,0.0368,0.689,9.69e-06,0.0698,-5.668,0.141,115.042,4
1101,Drunk in Love (feat. Jay-Z),BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,323480,74,0.583,0.00972,0.621,0.00106,0.181,-6.902,0.0479,140.036,4
1102,AMERICA HAS A PROBLEM,RENAISSANCE,Beyoncé,2022-07-29,198897,81,0.789,0.00348,0.614,0.00152,0.283,-6.491,0.0579,126.035,4
1103,I'M THAT GIRL,RENAISSANCE,Beyoncé,2022-07-29,208014,76,0.554,0.0616,0.535,1.32e-05,0.124,-8.959,0.186,105.865,4
1104,Crazy In Love (feat. Jay-Z),Dangerously In Love,Beyoncé,2003-06-24,236133,80,0.646,0.00249,0.77,0.0,0.0715,-6.596,0.226,99.165,4
1105,CUFF IT - WETTER REMIX,CUFF IT,Beyoncé,2023-02-08,249406,74,0.66,0.434,0.688,0.0,0.489,-6.34,0.0564,118.05,4
1106,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,213506,71,0.747,0.0128,0.705,0.0,0.126,-5.137,0.126,136.024,4
1107,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,260962,80,0.784,0.0112,0.7,1.76e-05,0.163,-5.289,0.0396,126.015,4
1108,Halo,I AM...SASHA FIERCE,Beyoncé,2008-11-17,261640,77,0.508,0.272,0.72,0.0,0.0563,-5.908,0.0628,79.983,4
1109,Telephone,The Fame Monster (Deluxe Edition),Lady Gaga,2009-08-05,220626,74,0.825,0.00587,0.832,0.000789,0.114,-5.853,0.0403,122.021,4
1110,THIQUE,RENAISSANCE,Beyoncé,2022-07-29,244792,73,0.823,0.0616,0.536,0.0143,0.326,-10.123,0.319,128.955,4
1111,ALIEN SUPERSTAR,RENAISSANCE,Beyoncé,2022-07-29,215459,80,0.545,0.00453,0.641,6.59e-05,0.171,-6.398,0.0998,121.892,4
1112,Formation,Lemonade,Beyoncé,2016-04-23,206080,74,0.896,0.00532,0.621,0.0,0.196,-6.857,0.237,121.966,4
1113,AMERICA HAS A PROBLEM (feat. Kendrick Lamar),AMERICA HAS A PROBLEM (feat. Kendrick Lamar),Beyoncé,2023-05-19,260962,74,0.788,0.011,0.694,1.48e-05,0.142,-5.308,0.0372,126.042,4
1114,Run the World (Girls),4,Beyoncé,2011-06-24,236093,75,0.732,0.00496,0.899,4.64e-05,0.372,-4.237,0.143,127.091,4
